id,file_name,width,height,file_size (KB),#instances,#categories,shooting angle,complete or partial,color
913,000913.jpg,1000,664,759,1,1,N/A,partial,gray
914,000914.jpg,1000,667,777,1,1,front,partial,white
915,000915.jpg,1000,666,755,5,2,side,partial,silver
916,000916.jpg,1000,667,369,1,1,side,partial,silver
917,000917.jpg,1000,667,834,3,2,front,complete,red
918,000918.jpg,1000,667,653,2,2,front,partial,white
919,000919.jpg,1000,667,781,2,2,side,partial,silver
920,000920.jpg,1000,667,645,1,1,front,partial,silver
921,000921.jpg,1000,667,720,4,3,front,partial,silver
922,000922.jpg,1000,665,500,2,1,side,partial,white
923,000923.jpg,1000,665,596,2,1,side,partial,white
924,000924.jpg,1000,664,1048,3,2,side,partial,red
925,000925.jpg,1000,665,686,2,2,side,partial,black
926,000926.jpg,1000,563,581,4,2,front,complete,silver
927,000927.jpg,1000,716,745,5,3,front,partial,champagne
928,000928.jpg,1000,750,981,4,3,front,partial,black
929,000929.jpg,1000,664,606,1,1,side,complete,silver
930,000930.jpg,1000,667,741,4,4,front,complete,white
931,000931.jpg,1000,667,664,1,1,side,partial,silver
932,000932.jpg,1000,667,697,4,4,front,partial,blue
933,000933.jpg,1000,693,925,1,1,front,partial,N/A
934,000934.jpg,1000,663,797,1,1,front,partial,N/A
935,000935.jpg,1000,667,865,2,2,front,partial,silver
936,000936.jpg,1000,662,688,1,1,N/A,partial,silver
937,000937.jpg,1000,662,612,1,1,N/A,partial,silver
938,000938.jpg,714,1000,693,3,3,N/A,partial,silver
939,000939.jpg,750,1000,843,5,4,N/A,partial,silver
940,000940.jpg,1000,667,740,8,4,front,partial,silver
941,000941.jpg,1000,667,654,8,4,front,partial,silver
942,000942.jpg,1000,667,625,1,1,front,partial,white
943,000943.jpg,1000,666,610,2,2,front,partial,red
944,000944.jpg,768,1000,881,2,1,front,partial,gray
945,000945.jpg,1000,665,455,2,1,side,partial,white
946,000946.jpg,1000,667,923,1,1,front,partial,black
947,000947.jpg,1000,667,730,1,1,side,partial,N/A
948,000948.jpg,1000,750,1263,1,1,front,partial,N/A
949,000949.jpg,1000,614,834,1,1,front,partial,black
950,000950.jpg,1000,668,960,2,2,side,partial,gray
951,000951.jpg,1000,876,844,3,3,rear,partial,mixture
952,000952.jpg,1000,667,687,2,2,front,partial,white
953,000953.jpg,1000,664,715,2,2,rear,partial,silver
954,000954.jpg,1000,668,573,1,1,N/A,partial,blue
955,000955.jpg,1000,667,776,4,2,side,partial,silver
956,000956.jpg,1000,579,731,3,2,side,partial,red
957,000957.jpg,1000,667,850,1,1,front,partial,silver
958,000958.jpg,723,1000,961,1,1,front,partial,silver
959,000959.jpg,1000,664,794,1,1,side,partial,N/A
960,000960.jpg,1000,750,639,1,1,front,partial,white
961,000961.jpg,1000,669,740,2,1,inside,partial,N/A
962,000962.jpg,1000,600,772,1,1,front,partial,white
963,000963.jpg,1000,734,520,4,1,side,partial,silver
964,000964.jpg,1000,668,963,2,2,side,partial,white
965,000965.jpg,1000,667,697,4,3,side,partial,silver
966,000966.jpg,1000,667,783,1,1,side,partial,white
967,000967.jpg,1000,667,746,1,1,side,partial,blue
968,000968.jpg,1000,667,1145,1,1,side,partial,N/A
969,000969.jpg,1000,667,823,1,1,side,partial,yellow
970,000970.jpg,1000,667,874,1,1,side,partial,N/A
971,000971.jpg,1000,563,899,1,1,side,partial,red
972,000972.jpg,1000,750,740,2,2,N/A,partial,white
973,000973.jpg,667,1000,973,4,4,rear,partial,blue
974,000974.jpg,1000,664,737,2,2,front,partial,white
975,000975.jpg,1000,817,1151,5,4,rear,partial,black
976,000976.jpg,1000,750,573,1,1,rear,partial,gray
977,000977.jpg,1000,667,598,1,1,side,partial,orange
978,000978.jpg,1000,667,641,3,3,front,partial,silver
979,000979.jpg,1000,667,685,2,2,rear,partial,silver
980,000980.jpg,667,1000,748,6,3,front,partial,silver
981,000981.jpg,667,1000,673,6,3,front,partial,silver
982,000982.jpg,1000,827,777,2,2,N/A,partial,white
983,000983.jpg,1000,750,1108,3,3,rear,partial,red
984,000984.jpg,1000,667,819,1,1,side,partial,silver
985,000985.jpg,1000,667,928,1,1,front,partial,N/A
986,000986.jpg,1000,667,804,1,1,side,partial,N/A
987,000987.jpg,750,1000,562,2,1,N/A,partial,white
988,000988.jpg,1000,667,819,2,2,front,partial,black
989,000989.jpg,1000,1000,1016,1,1,side,partial,blue
990,000990.jpg,1000,750,714,3,1,side,partial,silver
991,000991.jpg,1000,750,766,2,1,N/A,partial,white
992,000992.jpg,1000,750,927,4,3,rear,partial,white
993,000993.jpg,1000,667,578,1,1,rear,partial,silver
994,000994.jpg,1000,739,1021,1,1,rear,partial,blue
995,000995.jpg,1000,750,691,2,2,front,partial,red
996,000996.jpg,1000,735,862,2,1,side,partial,red
997,000997.jpg,1000,750,839,3,2,front,partial,white
998,000998.jpg,1000,750,733,1,1,rear,partial,black
999,000999.jpg,1000,827,1126,2,2,rear,partial,black
1000,001000.jpg,1000,828,945,2,2,rear,partial,black
1001,001001.jpg,1000,673,684,2,2,front,partial,white
1002,001002.jpg,1000,667,706,1,1,N/A,partial,black
1003,001003.jpg,1000,578,635,3,2,side,partial,gray
1004,001004.jpg,1000,699,889,3,2,side,partial,gray
1005,001005.jpg,1000,598,689,3,2,side,partial,gray
1006,001006.jpg,1000,667,584,4,2,side,partial,white
1007,001007.jpg,667,1000,940,1,1,side,partial,N/A
1008,001008.jpg,1000,667,695,1,1,side,partial,gray
1009,001009.jpg,1000,667,658,1,1,side,partial,red
1010,001010.jpg,1000,750,1081,1,1,side,partial,N/A
1011,001011.jpg,1000,667,1065,1,1,side,partial,red
1012,001012.jpg,1000,709,971,1,1,side,partial,N/A
1013,001013.jpg,1000,668,777,1,1,side,partial,white
1014,001014.jpg,1000,848,1301,1,1,side,partial,N/A
1015,001015.jpg,1000,696,931,1,1,side,partial,white
1016,001016.jpg,1000,682,973,1,1,side,partial,N/A
1017,001017.jpg,1000,668,974,1,1,side,partial,N/A
1018,001018.jpg,1000,667,671,1,1,side,partial,gray
1019,001019.jpg,1000,667,800,1,1,side,partial,white
1020,001020.jpg,1000,665,421,1,1,side,partial,gray
1021,001021.jpg,1000,667,920,1,1,side,partial,silver
1022,001022.jpg,1000,667,892,1,1,side,partial,red
1023,001023.jpg,1000,667,709,2,1,front,partial,white
1024,001024.jpg,1000,667,699,1,1,side,partial,N/A
1025,001025.jpg,1000,667,1263,1,1,side,partial,N/A
1026,001026.jpg,1000,673,941,1,1,side,partial,N/A
1027,001027.jpg,1000,750,601,2,1,N/A,partial,green
1028,001028.jpg,1000,667,734,3,1,side,partial,silver
1029,001029.jpg,1000,668,560,3,2,side,partial,silver
1030,001030.jpg,1000,667,856,3,2,side,partial,black
1031,001031.jpg,1000,667,807,1,1,rear,partial,black
1032,001032.jpg,1000,667,771,2,2,N/A,partial,gray
1033,001033.jpg,1000,667,691,4,3,front,partial,silver
1034,001034.jpg,1000,667,423,2,1,side,partial,white
1035,001035.jpg,1000,667,782,4,2,front,partial,black
1036,001036.jpg,1000,667,532,1,1,front,partial,N/A
1037,001037.jpg,1000,665,1181,1,1,front,partial,N/A
1038,001038.jpg,1000,667,753,1,1,side,partial,N/A
1039,001039.jpg,721,1000,583,2,2,rear,partial,silver
1040,001040.jpg,1000,667,653,2,1,rear,partial,silver
1041,001041.jpg,1000,623,720,1,1,N/A,partial,silver
1042,001042.jpg,750,1000,634,1,1,front,partial,green
1043,001043.jpg,1000,750,874,2,1,side,partial,white
1044,001044.jpg,1000,667,848,1,1,side,partial,green
1045,001045.jpg,1000,667,673,4,3,front,partial,silver
1046,001046.jpg,1000,667,490,3,1,side,partial,silver
1047,001047.jpg,750,1000,723,1,1,side,partial,gray
1048,001048.jpg,1000,662,1084,1,1,side,partial,silver
1049,001049.jpg,1000,667,827,1,1,side,partial,N/A
1050,001050.jpg,1000,668,650,2,2,side,partial,red
1051,001051.jpg,1000,750,440,1,1,N/A,partial,white
1052,001052.jpg,1000,750,612,2,1,N/A,partial,white
1053,001053.jpg,1000,667,634,1,1,side,partial,silver
1054,001054.jpg,1000,667,538,3,2,side,partial,silver
1055,001055.jpg,1000,667,946,1,1,side,partial,N/A
1056,001056.jpg,1000,667,720,1,1,side,partial,N/A
1057,001057.jpg,1000,667,855,1,1,side,partial,N/A
1058,001058.jpg,1000,662,793,1,1,side,partial,gray
1059,001059.jpg,1000,667,794,2,2,side,partial,gray
1060,001060.jpg,1000,667,714,1,1,side,partial,black
1061,001061.jpg,1000,667,862,1,1,side,partial,blue
1062,001062.jpg,1000,563,677,1,1,side,partial,gray
1063,001063.jpg,1000,732,398,1,1,side,partial,gray
1064,001064.jpg,1000,665,644,1,1,side,partial,brown
1065,001065.jpg,1000,667,922,1,1,side,partial,blue
1066,001066.jpg,1000,667,542,2,2,side,partial,blue
1067,001067.jpg,1000,667,650,2,1,side,partial,white
1068,001068.jpg,1000,667,392,1,1,side,partial,N/A
1069,001069.jpg,1000,561,802,1,1,side,partial,blue
1070,001070.jpg,1000,667,803,1,1,side,partial,red
1071,001071.jpg,1000,652,898,2,2,side,partial,gray
1072,001072.jpg,1000,668,761,1,1,side,partial,mixture
1073,001073.jpg,1000,667,808,1,1,side,partial,red
1074,001074.jpg,1000,664,854,1,1,side,partial,N/A
1075,001075.jpg,1000,667,828,1,1,side,partial,N/A
1076,001076.jpg,1000,664,844,1,1,side,partial,N/A
1077,001077.jpg,1000,562,637,1,1,side,partial,white
1078,001078.jpg,1000,667,385,1,1,side,partial,N/A
1079,001079.jpg,1000,667,654,1,1,side,partial,yellow
1080,001080.jpg,1000,667,661,1,1,side,partial,yellow
1081,001081.jpg,1000,686,1006,1,1,side,partial,blue
1082,001082.jpg,1000,667,846,1,1,side,partial,yellow
1083,001083.jpg,1000,563,616,1,1,side,partial,gray
1084,001084.jpg,1000,600,771,1,1,side,partial,N/A
1085,001085.jpg,1000,667,661,1,1,side,partial,N/A
1086,001086.jpg,1000,667,904,1,1,side,partial,green
1087,001087.jpg,1000,667,728,5,3,side,partial,white
1088,001088.jpg,1000,667,709,1,1,side,partial,white
1089,001089.jpg,1000,652,284,1,1,side,partial,N/A
1090,001090.jpg,1000,667,767,2,2,side,partial,red
1091,001091.jpg,1000,667,771,1,1,side,partial,N/A
1092,001092.jpg,1000,667,828,1,1,side,partial,red
1093,001093.jpg,1000,667,898,1,1,side,partial,N/A
1094,001094.jpg,1000,668,809,1,1,side,partial,N/A
1095,001095.jpg,1000,668,818,1,1,side,partial,N/A
1096,001096.jpg,1000,667,861,1,1,side,partial,black
1097,001097.jpg,1000,667,626,1,1,side,partial,white
1098,001098.jpg,1000,667,738,1,1,side,partial,white
1099,001099.jpg,1000,627,726,1,1,side,partial,red
1100,001100.jpg,1000,667,844,1,1,side,partial,yellow
1101,001101.jpg,1000,667,798,1,1,side,partial,champagne
1102,001102.jpg,1000,667,617,1,1,side,partial,champagne
1103,001103.jpg,1000,750,826,2,2,side,partial,gray
1104,001104.jpg,1000,667,601,1,1,front,partial,black
1105,001105.jpg,667,1000,889,3,2,front,partial,black
1106,001106.jpg,1000,667,854,4,2,front,partial,black
1107,001107.jpg,1000,750,852,5,3,front,partial,black
1108,001108.jpg,1000,750,1183,3,2,front,partial,black
1109,001109.jpg,1000,667,390,1,1,front,partial,white
1110,001110.jpg,1000,903,906,1,1,front,partial,black
1111,001111.jpg,1000,750,803,5,2,front,partial,silver
1112,001112.jpg,1000,662,737,2,2,side,partial,silver
1113,001113.jpg,1000,750,600,3,2,N/A,partial,white
1114,001114.jpg,1000,750,820,1,1,front,partial,gray
1115,001115.jpg,1000,667,700,4,3,front,partial,blue
1116,001116.jpg,1000,750,743,2,1,front,partial,silver
1117,001117.jpg,1000,667,1014,1,1,front,partial,red
1118,001118.jpg,1000,668,762,1,1,front,partial,gray
1119,001119.jpg,1000,750,906,5,3,side,partial,silver
1120,001120.jpg,1000,667,684,3,2,front,partial,white
1121,001121.jpg,1000,750,709,4,3,front,partial,silver
1122,001122.jpg,667,1000,759,3,1,front,partial,blue
1123,001123.jpg,1000,667,811,4,2,front,partial,green
1124,001124.jpg,1000,667,788,4,3,front,partial,green
1125,001125.jpg,1000,750,916,3,2,front,partial,silver
1126,001126.jpg,1000,750,719,1,1,side,partial,white
1127,001127.jpg,1000,750,755,1,1,front,partial,white
1128,001128.jpg,1000,667,715,6,4,front,partial,silver
1129,001129.jpg,1000,667,517,2,1,N/A,partial,black
1130,001130.jpg,1000,750,801,1,1,side,partial,black
1131,001131.jpg,1000,664,914,5,1,N/A,partial,silver
1132,001132.jpg,1000,667,498,8,4,front,complete,silver
1133,001133.jpg,1000,664,690,2,2,side,partial,silver
1134,001134.jpg,1000,751,593,2,2,front,partial,silver
1135,001135.jpg,1000,667,790,1,1,front,partial,white
1136,001136.jpg,1000,667,655,4,3,front,partial,silver
1137,001137.jpg,1000,667,766,1,1,side,partial,white
1138,001138.jpg,1000,667,803,1,1,side,partial,white
1139,001139.jpg,708,1000,654,4,3,front,partial,white
1140,001140.jpg,1000,667,655,6,3,front,complete,white
1141,001141.jpg,1000,750,805,5,2,front,partial,white
1142,001142.jpg,1000,667,760,1,1,side,partial,blue
1143,001143.jpg,1000,667,888,4,1,front,partial,champagne
1144,001144.jpg,1000,667,754,4,3,front,partial,silver
1145,001145.jpg,1000,667,862,4,3,front,partial,silver
1146,001146.jpg,1000,667,746,3,3,rear,complete,silver
1147,001147.jpg,750,1000,743,3,2,front,partial,silver
1148,001148.jpg,1000,667,688,6,2,side,partial,silver
1149,001149.jpg,1000,667,583,5,1,side,partial,white
1150,001150.jpg,1000,750,761,1,1,rear,partial,gray
1151,001151.jpg,1000,667,644,2,1,side,partial,green
1152,001152.jpg,1000,664,630,1,1,side,partial,green
1153,001153.jpg,1000,732,755,5,2,front,partial,silver
1154,001154.jpg,1000,667,626,2,2,side,partial,silver
1155,001155.jpg,1000,668,687,2,2,front,partial,white
1156,001156.jpg,1000,750,688,2,2,side,partial,silver
1157,001157.jpg,750,1000,683,2,2,front,partial,silver
1158,001158.jpg,1000,664,829,1,1,side,partial,silver
1159,001159.jpg,1000,667,856,1,1,rear,partial,white
1160,001160.jpg,1000,665,503,1,1,N/A,partial,white
1161,001161.jpg,665,1000,671,1,1,front,partial,green
1162,001162.jpg,1000,667,712,1,1,side,partial,N/A
1163,001163.jpg,1000,667,793,1,1,side,partial,gray
1164,001164.jpg,1000,667,966,1,1,side,partial,white
1165,001165.jpg,1000,667,825,1,1,side,partial,N/A
1166,001166.jpg,1000,667,1028,1,1,side,partial,gray
1167,001167.jpg,1000,750,711,1,1,side,partial,silver
1168,001168.jpg,1000,750,724,3,2,side,partial,champagne
1169,001169.jpg,1000,667,791,4,2,front,partial,silver
1170,001170.jpg,750,1000,1134,1,1,rear,partial,gray
1171,001171.jpg,1000,667,715,1,1,side,partial,black
1172,001172.jpg,1000,750,719,2,2,side,partial,champagne
1173,001173.jpg,1000,750,925,2,2,side,partial,black
1174,001174.jpg,1000,444,614,1,1,front,partial,red
1175,001175.jpg,1000,667,665,1,1,front,partial,red
1176,001176.jpg,1000,667,479,2,2,rear,partial,white
1177,001177.jpg,1000,750,627,2,1,side,partial,gray
1178,001178.jpg,1000,750,995,3,2,rear,partial,silver
1179,001179.jpg,1000,667,482,1,1,side,partial,black
1180,001180.jpg,1000,667,602,1,1,side,partial,silver
1181,001181.jpg,1000,668,665,1,1,side,partial,N/A
1182,001182.jpg,563,1000,596,1,1,rear,partial,silver
1183,001183.jpg,1000,750,825,1,1,side,partial,gray
1184,001184.jpg,1000,667,1113,1,1,front,partial,black
1185,001185.jpg,1000,667,567,2,1,side,partial,silver
1186,001186.jpg,1000,750,1013,1,1,side,partial,silver
1187,001187.jpg,1000,750,1090,1,1,side,partial,brown
1188,001188.jpg,1000,750,1020,1,1,side,partial,brown
1189,001189.jpg,1000,667,727,1,1,side,partial,gray
1190,001190.jpg,1000,667,427,2,1,side,partial,silver
1191,001191.jpg,1000,667,731,2,1,front,partial,red
1192,001192.jpg,1000,667,764,1,1,front,partial,white
1193,001193.jpg,1000,750,918,2,2,N/A,partial,black
1194,001194.jpg,1000,664,1063,1,1,side,partial,red
1195,001195.jpg,1000,667,661,1,1,side,partial,N/A
1196,001196.jpg,1000,751,1066,1,1,side,partial,N/A
1197,001197.jpg,1000,924,1125,1,1,side,partial,yellow
1198,001198.jpg,1000,669,839,1,1,side,partial,white
1199,001199.jpg,1000,662,1004,1,1,side,partial,N/A
1200,001200.jpg,1000,656,753,2,1,side,partial,gray
1201,001201.jpg,1000,667,861,1,1,side,partial,N/A
1202,001202.jpg,1000,750,870,1,1,side,partial,blue
1203,001203.jpg,1000,750,672,1,1,side,partial,white
1204,001204.jpg,1000,667,751,1,1,side,partial,champagne
1205,001205.jpg,1000,667,984,2,2,side,partial,green
1206,001206.jpg,1000,667,710,2,2,front,partial,black
1207,001207.jpg,1000,668,787,1,1,front,partial,white
1208,001208.jpg,1000,668,791,1,1,front,partial,white
1209,001209.jpg,1000,667,729,2,2,front,partial,white
1210,001210.jpg,1000,667,827,1,1,side,partial,N/A
1211,001211.jpg,1000,668,782,1,1,side,partial,black
1212,001212.jpg,1000,668,809,1,1,side,partial,black
1213,001213.jpg,750,1000,748,3,1,side,partial,silver
1214,001214.jpg,1000,667,680,1,1,side,partial,white
1215,001215.jpg,1000,661,814,2,2,side,partial,red
1216,001216.jpg,1000,750,712,1,1,side,partial,red
1217,001217.jpg,1000,750,706,1,1,side,partial,red
1218,001218.jpg,1000,667,859,1,1,rear,partial,blue
1219,001219.jpg,1000,667,415,1,1,N/A,partial,black
1220,001220.jpg,1000,750,598,3,2,rear,partial,white
1221,001221.jpg,1000,563,580,4,2,side,partial,gray
1222,001222.jpg,1000,750,957,1,1,side,partial,black
1223,001223.jpg,1000,667,884,1,1,front,partial,blue
1224,001224.jpg,1000,667,673,3,2,N/A,partial,silver
1225,001225.jpg,1000,667,490,3,2,rear,partial,silver
1226,001226.jpg,1000,667,631,3,1,N/A,partial,silver
1227,001227.jpg,1000,673,618,2,2,side,partial,silver
1228,001228.jpg,1000,667,563,1,1,rear,partial,white
1229,001229.jpg,1000,667,596,2,2,side,partial,silver
1230,001230.jpg,1000,655,550,2,2,side,partial,silver
1231,001231.jpg,1000,667,546,3,1,side,partial,silver
1232,001232.jpg,1000,669,975,2,2,front,partial,white
1233,001233.jpg,1000,667,721,1,1,side,partial,N/A
1234,001234.jpg,1000,667,1217,1,1,side,partial,N/A
1235,001235.jpg,1000,750,754,1,1,rear,partial,white
1236,001236.jpg,1000,667,743,4,3,rear,partial,silver
1237,001237.jpg,1000,563,386,2,1,rear,partial,gray
1238,001238.jpg,1000,750,899,1,1,N/A,partial,white
1239,001239.jpg,1000,667,326,3,1,N/A,partial,gray
1240,001240.jpg,1000,662,707,2,1,N/A,partial,silver
1241,001241.jpg,1000,667,622,2,2,rear,partial,white
1242,001242.jpg,1000,750,921,3,2,rear,partial,silver
1243,001243.jpg,1000,750,1049,3,3,side,partial,purple
1244,001244.jpg,1000,702,822,1,1,side,partial,mixture
1245,001245.jpg,750,1000,1225,2,2,rear,partial,silver
1246,001246.jpg,1000,750,1018,2,2,rear,partial,silver
1247,001247.jpg,1000,750,1254,2,2,N/A,partial,silver
1248,001248.jpg,667,1000,804,2,1,rear,partial,white
1249,001249.jpg,690,1000,870,4,2,rear,partial,silver
1250,001250.jpg,1000,667,952,1,1,rear,partial,white
1251,001251.jpg,1000,667,590,1,1,rear,partial,black
1252,001252.jpg,1000,664,629,2,2,N/A,partial,gray
1253,001253.jpg,1000,664,619,3,1,side,partial,silver
1254,001254.jpg,1000,750,891,1,1,rear,partial,white
1255,001255.jpg,1000,667,1060,2,1,front,partial,red
1256,001256.jpg,1000,667,949,2,1,front,partial,red
1257,001257.jpg,1000,667,824,2,1,N/A,partial,red
1258,001258.jpg,1000,667,892,1,1,N/A,partial,red
1259,001259.jpg,684,1000,945,2,1,side,partial,red
1260,001260.jpg,1000,626,694,1,1,N/A,partial,red
1261,001261.jpg,1000,667,777,3,2,front,partial,red
1262,001262.jpg,1000,563,803,4,3,front,partial,red
1263,001263.jpg,667,1000,633,1,1,N/A,partial,red
1264,001264.jpg,1000,668,800,7,3,front,partial,red
1265,001265.jpg,1000,563,834,3,1,side,partial,red
1266,001266.jpg,667,1000,671,4,3,front,partial,red
1267,001267.jpg,1000,667,1213,1,1,rear,partial,N/A
1268,001268.jpg,1000,667,701,2,2,side,partial,gray
1269,001269.jpg,1000,667,683,1,1,rear,partial,silver
1270,001270.jpg,1000,667,508,1,1,side,partial,silver
1271,001271.jpg,1000,667,886,1,1,side,partial,gray
1272,001272.jpg,1000,667,627,1,1,side,partial,silver
1273,001273.jpg,1000,750,806,3,1,front,partial,white
1274,001274.jpg,1000,750,818,3,1,front,partial,white
1275,001275.jpg,1000,750,821,1,1,side,partial,white
1276,001276.jpg,1000,667,778,2,2,front,partial,white
1277,001277.jpg,1000,667,907,1,1,rear,partial,black
1278,001278.jpg,1000,668,812,3,2,side,partial,purple
1279,001279.jpg,1000,750,599,1,1,side,partial,white
1280,001280.jpg,1000,750,448,3,1,front,partial,gray
1281,001281.jpg,1000,655,830,1,1,front,partial,white
1282,001282.jpg,1000,667,644,1,1,front,partial,silver
1283,001283.jpg,1000,667,712,2,2,side,partial,green
1284,001284.jpg,1000,750,979,2,1,front,partial,silver
1285,001285.jpg,1000,750,985,3,3,side,partial,silver
1286,001286.jpg,1000,563,388,3,2,side,partial,green
1287,001287.jpg,667,1000,491,3,2,side,partial,black
1288,001288.jpg,1000,672,739,1,1,N/A,partial,white
1289,001289.jpg,667,1000,612,1,1,front,partial,black
1290,001290.jpg,1000,584,671,1,1,rear,partial,black
1291,001291.jpg,1000,665,735,2,1,N/A,partial,silver
1292,001292.jpg,1000,667,627,2,1,N/A,partial,gray
1293,001293.jpg,1000,667,922,1,1,side,partial,black
1294,001294.jpg,1000,668,538,1,1,N/A,partial,gray
1295,001295.jpg,1000,667,796,3,1,side,partial,black
1296,001296.jpg,1000,667,677,3,1,side,partial,black
1297,001297.jpg,1000,667,742,1,1,front,partial,blue
1298,001298.jpg,1000,668,644,2,1,side,partial,blue
1299,001299.jpg,750,1000,414,1,1,side,partial,white
1300,001300.jpg,1000,667,611,1,1,N/A,partial,orange
1301,001301.jpg,1000,750,378,1,1,side,partial,white
1302,001302.jpg,1000,667,621,2,1,front,partial,silver
1303,001303.jpg,1000,667,405,1,1,N/A,partial,white
1304,001304.jpg,1000,664,445,1,1,side,partial,white
1305,001305.jpg,1000,695,790,1,1,side,partial,yellow
1306,001306.jpg,1000,667,470,2,1,N/A,partial,mixture
1307,001307.jpg,1000,667,541,3,1,side,partial,red
1308,001308.jpg,1000,662,548,1,1,N/A,partial,silver
1309,001309.jpg,1000,750,1362,3,1,front,partial,blue
1310,001310.jpg,1000,667,778,2,1,front,partial,silver
1311,001311.jpg,1000,667,651,1,1,front,partial,silver
1312,001312.jpg,1000,750,743,1,1,front,partial,white
1313,001313.jpg,1000,667,697,1,1,side,partial,gray
1314,001314.jpg,1000,645,782,5,3,front,partial,black
1315,001315.jpg,1000,667,635,2,1,side,partial,black
1316,001316.jpg,1000,667,471,1,1,side,partial,white
1317,001317.jpg,1000,667,510,1,1,side,partial,white
1318,001318.jpg,1000,668,739,1,1,side,partial,red
1319,001319.jpg,1000,667,405,3,1,side,partial,white
1320,001320.jpg,1000,667,757,3,1,side,partial,silver
1321,001321.jpg,1000,664,602,1,1,side,partial,gray
1322,001322.jpg,1000,667,234,1,1,front,partial,silver
1323,001323.jpg,1000,667,649,1,1,N/A,partial,gray
1324,001324.jpg,1000,750,568,2,1,side,partial,gray
1325,001325.jpg,1000,750,545,2,1,side,partial,gray
1326,001326.jpg,1000,667,895,3,1,side,partial,green
1327,001327.jpg,1000,667,783,2,1,side,partial,green
1328,001328.jpg,1000,750,948,2,1,side,partial,gray
1329,001329.jpg,1000,750,455,4,2,side,partial,gray
1330,001330.jpg,1000,750,419,2,1,front,partial,gray
1331,001331.jpg,1000,750,1343,1,1,side,partial,black
1332,001332.jpg,563,1000,459,2,2,rear,partial,silver
1333,001333.jpg,1000,750,815,2,1,front,partial,white
1334,001334.jpg,1000,751,716,1,1,N/A,partial,blue
1335,001335.jpg,1000,751,662,2,2,rear,partial,gray
1336,001336.jpg,1000,751,650,1,1,N/A,partial,gray
1337,001337.jpg,1000,1000,1187,2,1,front,partial,red
1338,001338.jpg,1000,808,827,4,2,side,partial,blue
1339,001339.jpg,1000,667,554,2,1,N/A,partial,brown
1340,001340.jpg,1000,782,725,1,1,front,partial,silver
1341,001341.jpg,1000,653,754,1,1,front,partial,silver
1342,001342.jpg,1000,667,709,2,1,side,partial,silver
1343,001343.jpg,1000,667,686,2,2,side,partial,black
1344,001344.jpg,1000,751,858,4,1,rear,partial,black
1345,001345.jpg,1000,667,680,2,2,side,partial,gray
1346,001346.jpg,1000,642,495,2,1,side,partial,silver
1347,001347.jpg,1000,666,960,3,1,side,complete,gray
1348,001348.jpg,1000,667,778,3,1,side,partial,blue
1349,001349.jpg,1000,667,600,1,1,side,partial,gray
1350,001350.jpg,946,1000,1002,1,1,rear,complete,white
1351,001351.jpg,1000,667,632,5,3,front,partial,silver
1352,001352.jpg,1000,667,766,3,3,front,partial,silver
1353,001353.jpg,1000,667,673,3,3,front,partial,silver
1354,001354.jpg,1000,667,663,2,2,side,partial,silver
1355,001355.jpg,666,1000,653,2,2,side,partial,silver
1356,001356.jpg,1000,667,652,1,1,side,partial,silver
1357,001357.jpg,1000,718,993,2,1,side,complete,silver
1358,001358.jpg,1000,666,796,4,3,front,partial,silver
1359,001359.jpg,1000,667,665,3,3,rear,partial,silver
1360,001360.jpg,1000,795,971,3,2,side,partial,silver
1361,001361.jpg,1000,667,487,3,1,side,partial,silver
1362,001362.jpg,1000,817,794,1,1,N/A,partial,silver
1363,001363.jpg,1000,750,499,1,1,rear,partial,silver
1364,001364.jpg,1000,667,790,4,2,front,complete,silver
1365,001365.jpg,1000,664,606,1,1,side,partial,white
1366,001366.jpg,1000,667,727,1,1,side,partial,silver
1367,001367.jpg,1000,667,644,2,1,N/A,partial,white
1368,001368.jpg,1000,667,599,1,1,front,partial,black
1369,001369.jpg,1000,667,599,1,1,front,partial,black
1370,001370.jpg,1000,666,601,3,3,front,partial,black
1371,001371.jpg,1000,667,853,4,3,front,complete,black
1372,001372.jpg,1000,667,810,1,1,side,partial,silver
1373,001373.jpg,667,1000,776,1,1,side,partial,green
1374,001374.jpg,1000,667,426,1,1,front,partial,gray
1375,001375.jpg,1000,667,503,1,1,front,partial,silver
1376,001376.jpg,1000,637,724,2,2,front,partial,white
1377,001377.jpg,1000,662,801,1,1,front,partial,N/A
1378,001378.jpg,1000,662,1072,1,1,front,partial,red
1379,001379.jpg,1000,818,814,5,3,front,partial,red
1380,001380.jpg,1000,665,779,1,1,front,partial,red
1381,001381.jpg,1000,666,574,1,1,side,partial,blue
1382,001382.jpg,1000,667,507,1,1,front,partial,silver
1383,001383.jpg,1000,750,893,1,1,side,partial,red
1384,001384.jpg,1000,667,744,3,3,rear,partial,gray
1385,001385.jpg,1000,667,916,2,2,rear,partial,gray
1386,001386.jpg,1000,667,319,4,3,side,partial,silver
1387,001387.jpg,1000,750,694,1,1,rear,partial,N/A
1388,001388.jpg,1000,678,803,1,1,rear,partial,white
1389,001389.jpg,1000,667,629,2,2,rear,partial,black
1390,001390.jpg,750,1000,954,1,1,rear,partial,mixture
1391,001391.jpg,1000,668,606,2,2,rear,partial,silver
1392,001392.jpg,1000,563,646,1,1,rear,partial,red
1393,001393.jpg,1000,750,656,1,1,rear,partial,N/A
1394,001394.jpg,1000,667,793,2,2,rear,partial,gray
